Game Name,System Full,Units(m),Publisher,Developer,Release Date
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Xbox One,0,THQ Nordic,THQ Nordic,23/06/2020
Shaq-Fu: A Legend Reborn,Xbox One,0.02,Wired Productions,Big Deez Productions,5/6/2018
Assetto Corsa Competizione,Xbox One,0,Unknown,Kunos Simulazioni,
Capcom Arcade 2nd Stadium,Xbox One,0,Unknown,Capcom,
Ashes Cricket,Xbox One,0.05,Koch Media,Big Ant Studios,16/11/2017
The Dark Crystal: Age of Resistance Tactics,Xbox One,0,En Masse Entertainment,BonusXP,4/2/2020
Fenix Rage,Xbox One,0,Green Lava Studios,Green Lava Studios,1/1/2015
The Blackout Club,Xbox One,0,Unknown,Question,
Unpacking,Xbox One,0,Unknown,Witch Beam,
Control: The Foundation,Xbox One,0,Unknown,Remedy Entertainment,
Tacoma,Xbox One,0,The Fullbright Company,The Fullbright Company,2/8/2017
Super Monkey Ball: Banana Blitz HD,Xbox One,0,Sega,Sega,29/10/2019
Adventure Time: Pirates of the Enchiridion,Xbox One,0.04,Outright Games,Outright Games,17/07/2018
Battleborn,Xbox One,0.28,2K Games,Gearbox Software,3/5/2016
Rust,Xbox One,0,Facepunch Studios,Facepunch Studios,1/12/2020
Trek to Yomi,Xbox One,0,Unknown,Flying Wild Hog,
Persona 5 Royal,Xbox One,0,Atlus,Atlus,21/10/2022
Blood Bowl 2,Xbox One,0,Focus Home Interactive,Cyanide Studio,29/05/2015
ACA NEOGEO KARNOV'S REVENGE,Xbox One,0,Hamster Corporation,Data East,16/11/2017
Those Who Remain,Xbox One,0,Wired Productions,Camel 101,1/12/2019
Shenmue I & II,Xbox One,0.07,Sega,Sega,21/08/2018
The Wolf Among Us,Xbox One,0.09,Telltale Games,Telltale Games,4/11/2014
Wasteland Remastered,Xbox One,0,inXile Entertainment,Krome Studios,25/02/2020
Chasing Static,Xbox One,0,Unknown,Headware Games,
Death Road to Canada,Xbox One,0,Unknown,Rocketcat Games,
Ori and the Will of the Wisps,Xbox One,0,Xbox Game Studios,Moon Studios,11/3/2020
Shiftlings,Xbox One,0,Sierra Entertainment,Rock Pocket Ltd,3/3/2015
Infinite: Beyond The Mind,Xbox One,0,Blowfish Studios,Emilie COYO,7/5/2020
Fran Bow,Xbox One,0,Unknown,Killmonday Games,
This War of Mine,Xbox One,0.01,11 bit studios,11 bit studios,29/01/2016
WWE 2K19,Xbox One,0.48,2K Sports,Visual Concepts,9/10/2018
Roots of Pacha,Xbox One,0,Crytivo Games,Soda Den,1/12/2021
Call of Duty: Modern Warfare III,Xbox One,0,Activision,Sledgehammer Games,10/11/2023
Watch Dogs 2,Xbox One,1.35,Ubisoft,Ubisoft,15/11/2016
Energy Cycle Edge,Xbox One,0,Unknown,Sometimes You,
Genesis Alpha One,Xbox One,0,Team17 Digital Ltd,Radiation Blue,4/9/2019
DiRT Rally 2.0,Xbox One,0,Deep Silver,Codemasters,26/02/2019
Rogue Company,Xbox One,0,Hi-Rez Studios,First Watch Games,1/12/2020
R-Type Final 2,Xbox One,0,Unknown,Granzella,
Jagged Alliance 3,Xbox One,0,Unknown,Haemimont Games,
De-formers,Xbox One,0,GameTrust,Ready at Dawn,31/12/2020
Balatro,Xbox One,0,Unknown,LocalThunk,
Bendy and the Ink Machine,Xbox One,0.16,Rooster Teeth Games,TheMeatly Games,20/11/2018
Horizon Chase Turbo,Xbox One,0,AQUIRIS,Aquiris Game Studio,28/11/2018
Puyo Puyo Tetris 2,Xbox One,0,Sega,Sega,8/12/2020
Windjammers 2,Xbox One,0,Unknown,DotEmu,
Jack Move,Xbox One,0,Unknown,So Romantic,
Tembo the Badass Elephant,Xbox One,0,Sega,Game Freak,21/07/2015
Assassin's Creed Rogue Remastered,Xbox One,0.04,Ubisoft,Ubisoft,20/03/2018
Doom 3,Xbox One,0,Bethesda Softworks,id Software,26/07/2019
GRIP: Combat Racing,Xbox One,0,U&I Entertainment,Caged Element,6/11/2018
The Escapists,Xbox One,0,Team17 Software,Mouldy Toof Studios,13/02/2015
The Flame in the Flood,Xbox One,0,Unknown,The Molasses Flood,
Final Vendetta,Xbox One,0,Unknown,Bitmap Bureau,
Madden NFL 23,Xbox One,0,Unknown,EA Tiburon,
WWE 2K16,Xbox One,0.63,Take-Two Interactive,Yuke's,27/10/2015
ACA NEOGEO ROBO ARMY,Xbox One,0,Hamster Corporation,SNK Corporation,19/10/2017
Battlefield V,Xbox One,1.55,Electronic Arts,EA DICE,20/11/2018
Bladestorm: Nightmare,Xbox One,0.08,Tecmo Koei,Omega Force,3/3/2015
Draugen,Xbox One,0,Unknown,Red Thread Games,
Amnesia: The Bunker,Xbox One,0,Unknown,Frictional Games,
Mafia III,Xbox One,1.11,2K Games,Hangar 13,7/10/2016
Burnout Paradise Remastered,Xbox One,0.11,Electronic Arts,Stellar Entertainment,16/03/2018
Devil May Cry 5,Xbox One,0,Capcom,Capcom,8/3/2019
Immortal Realms: Vampire Wars,Xbox One,0,Kalypso Media,Palindrome Interactive,28/08/2020
Sonic Superstars,Xbox One,0,Unknown,Sonic Team,
Raiden V,Xbox One,0,Moss,Moss,31/05/2016
Next Up Hero,Xbox One,0,Aspyr,Digital Continue,28/06/2018
Rocket Arena,Xbox One,0,Electronic Arts,Final Strike Games,14/07/2020
Gears 5: Hivebusters,Xbox One,0,Unknown,The Coalition,
Moving Out 2,Xbox One,0,Unknown,SMG Studio,
The Binding of Isaac: Rebirth,Xbox One,0,Nicalis,Nicalis,24/07/2015
Sonic X Shadow Generations,Xbox One,0,Unknown,Sonic Team,
ACA NEOGEO SUPER SIDEKICKS 2,Xbox One,0,Hamster Corporation,SNK Corporation,10/5/2018
The Talos Principle,Xbox One,0,Devolver Digital,Croteam,31/08/2018
Echo Generation,Xbox One,0,Cococucumber,Cococucumber,1/12/2021
Hood: Outlaws & Legends,Xbox One,0,Unknown,Sumo Digital,
Jujutsu Kaisen: Cursed Clash,Xbox One,0,Unknown,Byking,
Assetto Corsa,Xbox One,0.02,505 Games,Kunos Simulazioni,30/08/2016
Llamasoft: The Jeff Minter Story,Xbox One,0,Unknown,Digital Eclipse,
MotoGP 17,Xbox One,0.06,Koch Media,Milestone S.r.l.,11/7/2017
I Am Bread,Xbox One,0,Bossa Studios,Bossa Studios,20/01/2017
Konami Anniversary Collection: Arcade Classics,Xbox One,0,Unknown,Konami,
Through the Darkest of Times,Xbox One,0,Unknown,Paintbucket Games,
World War Z Aftermath,Xbox One,0,Unknown,Saber Interactive,
Open Roads,Xbox One,0,Unknown,Open Roads Team,
Assassin's Creed The Ezio Collection,Xbox One,0.27,Ubisoft,Ubisoft,15/11/2016
Le Tour de France 2017,Xbox One,0.02,Focus Home Interactive,Cyanide Studio,15/06/2017
World of Final Fantasy Maxima,Xbox One,0.03,Square Enix,Square Enix,6/11/2018
Monster Slayers,Xbox One,0,Unknown,Nerdook Productions,
Child of Light,Xbox One,0,Ubisoft,Ubisoft Montreal,30/04/2014
A Tale of Paper,Xbox One,0,Unknown,Open House Games,
R.B.I. Baseball 2017,Xbox One,0.07,MLB.com,MLB.com,28/03/2017
The Crew 2,Xbox One,0.33,Ubisoft,Ivory Tower,29/06/2018
Sky Force Anniversary,Xbox One,0,Infinite Dreams Inc.,Infinite Dreams Inc.,9/12/2016
Four Legerrior,Xbox One,0,Kemco,Kemco,8/5/2019
Razor Global Domination Pro Tour,Xbox One,0,Renegade Kid,Unknown,1/1/2016
Dead Cells: Fatal Falls,Xbox One,0,Unknown,Motion Twin,
Hello Neighbor,Xbox One,0.42,Gearbox Software,Dynamic Pixels,8/12/2017
LEGO Star Wars: The Skywalker Saga,Xbox One,0,Warner Bros. Interactive Entertainment,TT Fusion,20/10/2021
Psycho-Pass: Mandatory Happiness,Xbox One,0.02,5pb,5pb. Inc.,1/1/2015
MechWarrior 5: Mercenaries,Xbox One,0,Unknown,Piranha Games,
Exoprimal,Xbox One,0,Unknown,Capcom,
Late Shift,Xbox One,0,Unknown,CtrlMovie,
Kentucky Route Zero: TV Edition,Xbox One,0,Annapurna Interactive,Cardboard Computer,28/01/2020
Lovers in a Dangerous Spacetime,Xbox One,0,Asteroid Base,Asteroid Base,31/12/2020
The Bradwell Conspiracy,Xbox One,0,Unknown,A Brave Plan,
Summer in Mara,Xbox One,0,Unknown,Chibig,
Hello Engineer,Xbox One,0,Unknown,TinyBuild Games,
Ghostbusters (2016),Xbox One,0.07,Activision,FireForge Games,12/7/2016
PlateUp!,Xbox One,0,Unknown,It's happening,
ACA NEOGEO SAMURAI SHODOWN IV,Xbox One,0,Hamster Corporation,SNK Corporation,19/04/2018
At Sundown: Shots in the Dark,Xbox One,0,Versus Evil,Mild Beast Games,22/01/2019
Blue Fire,Xbox One,0,Graffiti,Robi Studios,1/12/2021
Destiny,Xbox One,3.41,Activision,Bungie,9/9/2014
Just Die Already,Xbox One,0,Unknown,DoubleMoose Games,
Beyond Good & Evil: 20th Anniversary Edition,Xbox One,0,Unknown,Ubisoft,
Lock's Quest,Xbox One,0.02,THQ Nordic,5TH Cell,30/05/2017
Dandara,Xbox One,0,Unknown,Long Hat House,
Tennis World Tour 2,Xbox One,0,Nacon,Big Ant Studios,24/09/2020
Powerstar Golf,Xbox One,0,Microsoft Studios,Zoe Mode,22/11/2013
TASOMACHI: Behind the Twilight,Xbox One,0,Unknown,Orbital Express,
Moto Racer 4,Xbox One,0.02,Microids,Microids,24/01/2017
Call of Duty: Modern Warfare Remastered,Xbox One,0.24,Activision,Infinity Ward,27/07/2017
Carnival Games,Xbox One,0.05,2K Games,Cat Daddy Games,6/11/2018
CrossCode,Xbox One,0,DECK13 Interactive GmbH,Radical Fish Games,9/7/2020
The Walking Dead: Season Two,Xbox One,0.14,Telltale Games,Unknown,21/10/2014
Onirike,Xbox One,0,Unknown,DevilishGames,
Rime,Xbox One,0.03,Grey Box,Tequila Works,26/05/2017
INSIDE / LIMBO Double Pack,Xbox One,0.03,505 Games,Playdead,12/9/2017
GRID,Xbox One,0,Codemasters,Codemasters,11/10/2019
Cult County,Xbox One,0,Renegade Kid,Unknown,1/1/2016
NHL 22,Xbox One,0,Unknown,EA Vancouver,
Oxenfree,Xbox One,0,Night School Studio,Night School Studio,15/01/2016
Conan Chop Chop,Xbox One,0,Unknown,Funcom Oslo A/S,
Phantom Dust,Xbox One,0,Microsoft Studios,Code Mystics,16/05/2017
Vambrace: Cold Soul,Xbox One,0,Headup Games,Devespresso Games,28/08/2019
Pumpkin Jack,Xbox One,0,Unknown,Nicolas Meyssonnier,
BioShock Infinite: Burial at Sea - Episode Two,Xbox One,0,Unknown,Irrational Games,
Lumo,Xbox One,0,Rising Star Games,Triple Eh?,22/06/2016
SolSeraph,Xbox One,0,Unknown,ACE Team,
Diablo III: Ultimate Evil Edition,Xbox One,1.04,Blizzard Entertainment,Blizzard Entertainment,19/08/2014
Mega Man Zero/ZX Legacy Collection,Xbox One,0,Capcom,Inti Creates,25/02/2020
Dynasty Warriors 9: Empires,Xbox One,0,Unknown,Koei Tecmo Games,
Pentiment,Xbox One,0,Unknown,Obsidian Entertainment,
Call of Duty: Black Ops 3,Xbox One,7.37,Activision,Treyarch,6/11/2015
ACA NEOGEO SAMURAI SHODOWN,Xbox One,0,Hamster Corporation,SNK Corporation,2/5/2017
Mighty Fight Federation,Xbox One,0,"Komi Games, Inc","Komi Games, Inc",1/12/2020
LEGO The Incredibles,Xbox One,0.32,Warner Bros. Interactive Entertainment,Traveller's Tales,15/06/2018
Puyo Puyo Tetris,Xbox One,0,Sega,Sonic Team,4/12/2014
Bayonetta & Vanquish 10th Anniversary Bundle,Xbox One,0,Sega,PlatinumGames,18/02/2020
Roller Champions,Xbox One,0,Unknown,Ubisoft Montreal,
Hellboy Web of Wyrd,Xbox One,0,Unknown,Upstream Arcade,
Transformers: Devastation,Xbox One,0.15,Activision,PlatinumGames,6/10/2015
ACA NEOGEO KING OF THE MONSTERS,Xbox One,0,Hamster Corporation,SNK Corporation,8/6/2017
Team Sonic Racing,Xbox One,0,Sega,Sumo Digital,21/05/2019
Don Bradman Cricket 14,Xbox One,0.04,Tru Blu Entertainment,Big Ant Studios,1/4/2015
MotoGP 20,Xbox One,0,Milestone S.r.l.,Milestone S.r.l.,23/04/2020
Sea of Stars,Xbox One,0,Unknown,Sabotage Studio,
Far Cry: Primal,Xbox One,1,Ubisoft,Ubisoft Montreal,23/02/2016
Onrush,Xbox One,0.03,Deep Silver,Codemasters,5/6/2018
Resident Evil 2,Xbox One,0,Capcom,Capcom,25/01/2019
Risk of Rain 2,Xbox One,0,Gearbox Publishing,Hopoo Games,11/8/2020
Fuga: Melodies of Steel 2,Xbox One,0,Unknown,CyberConnect2,
A Boy and His Blob,Xbox One,0,Unknown,WayForward Technologies,
Override: Mech City Brawl,Xbox One,0.02,Modus Games,The Balance Inc,4/12/2018
Tannenberg,Xbox One,0,M2H,M2H,24/07/2020
Dynasty Warriors 9,Xbox One,0.08,Tecmo Koei,Omega Force,13/02/2018
Circuit Superstars,Xbox One,0,Unknown,Square Enix,
Just Dance 2015,Xbox One,0.54,Ubisoft,Ubisoft Paris,21/10/2014
King?? Bounty II,Xbox One,0,1C Entertainment,1C Entertainment,1/12/2020
OkunoKA Madness,Xbox One,0,Unknown,Caracal Games,
"Walden, a game",Xbox One,0,Unknown,USC Games,
Scribblenauts: Showdown,Xbox One,0.04,Warner Bros. Interactive,Shiver Games,6/3/2018
The Bard?? Tale IV: Director's Cut,Xbox One,0,inXile Entertainment,InXile Entertainment,27/08/2019
Call of Duty: Black Ops IIII,Xbox One,4.85,Activision,Treyarch,12/10/2018
Star Wars Battlefront (2015),Xbox One,4.15,Electronic Arts,EA DICE,17/11/2015
Tell Me Why,Xbox One,0,Xbox Game Studios,DONTNOD Entertainment,27/08/2020
Dawn of the Monsters,Xbox One,0,Unknown,13AM Games,
Them's Fightin' Herds,Xbox One,0,Unknown,Mane6,
Yooka-Laylee,Xbox One,0.1,Sold Out,Playtonic Games,11/4/2017
ACA NEOGEO THE KING OF FIGHTERS '96,Xbox One,0,Hamster Corporation,SNK Corporation,10/8/2017
WWE 2K20,Xbox One,0,2K Games,Visual Concepts,22/10/2019
Red Faction: Guerrilla Re-Mars-tered,Xbox One,0.05,THQ Nordic,Volition,3/7/2018
Sleeping Dogs: Definitive Edition,Xbox One,0.2,Square Enix,United Front Games,14/10/2014
The Elder Scrolls Online: Greymoor,Xbox One,0,Bethesda Softworks,ZeniMax Online Studios,9/6/2020
We Are The Caretakers,Xbox One,0,Unknown,Heart Shaped Games LLC,
Plants vs. Zombies: Garden Warfare 2,Xbox One,0.86,Electronic Arts,PopCap Games,23/02/2016
ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,Xbox One,0,Hamster Corporation,SunSoft,6/4/2017
Shadows Awakening,Xbox One,0.04,Kalypso Media,Games Farm,4/9/2018
Rugby 15,Xbox One,0.09,Maximum Games,HB Studios,24/02/2015
Golf With Your Friends,Xbox One,0,Team 17,Blacklight Interactive,19/05/2020
Loop8: Summer of Gods,Xbox One,0,Unknown,Marvelous,
Elite: Dangerous,Xbox One,0.08,Frontier Developments,Frontier Developments,27/06/2017
American Ninja Warrior: Challenge,Xbox One,0,GameMill Entertainment,Gaming Corps AB,19/03/2019
Last Stop,Xbox One,0,Annapurna Interactive,Variable State,1/12/2020
Maquette,Xbox One,0,Unknown,Graceful Decay,
Ziggurat,Xbox One,0.01,Milkstone Studios,Milkstone Studios,20/03/2015
Palworld,Xbox One,0,Pocketpair,Pocketpair,19/01/2024
Irony Curtain: From Matryoshka,Xbox One,0,Unknown,Artifex Mundi,
Psychonauts 2,Xbox One,0,Starbreeze Studios,Double Fine Productions,31/12/2020
Superhot: Mind Control Delete,Xbox One,0,SUPERHOT Team,SUPERHOT Team,16/07/2020
NieR Replicant ver.1.22474487139...,Xbox One,0,Square Enix,Toylogic,23/04/2021
Super Crazy Rhythm Castle,Xbox One,0,Unknown,Second Impact Games,
WWE 2K17,Xbox One,0.57,2K Games,Yuke's,11/10/2016
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,Xbox One,0,Unknown,Raw Thrills,
Destiny 2: Forsaken,Xbox One,0.13,Activision,Bungie,4/9/2018
Final Fantasy IX,Xbox One,0,Square Enix,Square Enix,13/02/2019
Far Cry 6,Xbox One,0,Ubisoft,Ubisoft Toronto,18/02/2021
Quantum Break,Xbox One,0.76,Microsoft Studios,Remedy Entertainment,5/4/2016
Golf Club: Wasteland,Xbox One,0,Unknown,Demagog Studio,
Fearmonium,Xbox One,0,Unknown,Redblack Spade,
Extinction,Xbox One,0.05,Maximum Games,Iron Galaxy,10/4/2018
N.E.R.O.: Nothing Ever Remains Obscure,Xbox One,0,Unknown,Storm in a Teacup,
Radical Rabbit Stew,Xbox One,0,Unknown,Pugstorm Game Studios,
Mafia: Definitive Edition,Xbox One,0,Unknown,Hangar 13,
Wolfenstein: The New Order,Xbox One,0.75,Bethesda Softworks,MachineGames,20/05/2014
Forza Horizon 5,Xbox One,0,Unknown,Playground Games,
Don Bradman Cricket 17,Xbox One,0,Tru Blu Entertainment,Big Ant Studios,16/12/2016
Killing Floor 2,Xbox One,0.06,Tripwire Interactive,Tripwire Interactive,29/08/2017
Monster Energy Supercross - The Official Videogame 2,Xbox One,0,Milestone S.r.l.,Milestone S.r.l.,8/2/2019
Ion Fury,Xbox One,0,3D Realms,Voidpoint,14/05/2020
Evolve,Xbox One,0.67,2K Games,Turtle Rock Studios,10/2/2015
Sea of Thieves: A Pirate's Life,Xbox One,0,Unknown,Rare Ltd.,
The Surge,Xbox One,0.12,Focus Home Interactive,DECK13 Interactive,16/05/2017
Disneyland Adventures,Xbox One,0.07,Microsoft Studios,Asobo Studio,31/10/2017
Baldur's Gate II: Enhanced Edition,Xbox One,0,Beamdog,Overhaul Games,24/09/2019
Chariot,Xbox One,0,Frima Studio,Frima Studio,1/1/2015
Valfaris: Mecha Therion,Xbox One,0,Unknown,Steel Mantis,
GYLT,Xbox One,0,Unknown,Tequila Works,
EA Sports UFC 2,Xbox One,0.61,EA Sports,EA Canada,15/03/2016
Control,Xbox One,0,505 Games,Remedy,27/08/2019
Second Extinction,Xbox One,0,Systemic Reaction,Systemic Reaction,1/12/2021
Naruto x Boruto Ultimate Ninja Storm Connections,Xbox One,0,Unknown,CyberConnect2,
Resident Evil 6,Xbox One,0.07,Capcom,Capcom,29/03/2016
Metropolis: Lux Obscura,Xbox One,0,Unknown,Sometimes You,
Steven Universe: Save the Light / OK K.O.! Let?? Play Heroes,Xbox One,0,Outright Games,Outright Games,19/03/2019
Final Fantasy XV Multiplayer: Comrades,Xbox One,0,Square Enix,Square Enix,13/12/2018
Tetris Effect Connected,Xbox One,0,Enhance,"Tetris Online, Inc",10/11/2020
Trash Sailors,Xbox One,0,Unknown,fluckyMachine,
Madden NFL 24,Xbox One,0,Unknown,EA Tiburon,
XCOM 2,Xbox One,0.19,2K Games,Firaxis Games,27/09/2016
Grand Theft Auto III ??The Definitive Edition,Xbox One,0,Unknown,Rockstar Games,
Resident Evil: Revelations,Xbox One,0.02,Capcom,Capcom,29/08/2017
Mega Coin Squad,Xbox One,0,Adult Swim,Big Pixel Studios,20/05/2015
Phoenix Wright: Ace Attorney Trilogy,Xbox One,0,Capcom,Capcom,9/4/2019
Ikenfell,Xbox One,0,Humble Bundle,Happy Ray Games,8/10/2020
Project Spark,Xbox One,0.17,Microsoft Studios,Team Dakota,7/10/2014
SkateBIRD,Xbox One,0,Unknown,Glass Bottom Games,
Bomb Rush Cyberfunk,Xbox One,0,Unknown,Team Reptile,
Prototype: Biohazard Bundle,Xbox One,0.11,Activision,Activision,11/10/2016
Wolfenstein II: The New Colossus,Xbox One,0.7,Bethesda Softworks,MachineGames,27/10/2017
The Walking Dead - A Telltale Series - The Final Season,Xbox One,0,Telltale Games,Telltale Games,16/01/2019
Xenon Valkyrie+,Xbox One,0,COWCAT,Diabolical Mind,21/02/2018
Fighter Within,Xbox One,0.17,Ubisoft,Daoka,19/11/2013
River City Girls 2,Xbox One,0,Unknown,WayForward,
Little Nightmares,Xbox One,0.16,Namco Bandai Games,Tarsier Studios,28/04/2017
Sonic Forces,Xbox One,0.29,Sega,Sonic Team,7/11/2017
Descent (2019),Xbox One,0,Unknown,Descendent Studios,
Bard's Gold,Xbox One,0,Pixel Lantern,Pixel Lantern,17/06/2016
Rayman Legends,Xbox One,0.38,Ubisoft,Ubisoft Montpellier,18/02/2014
Baldo,Xbox One,0,Unknown,Naps Team,
Metal Gear Survive,Xbox One,0.08,Konami Digital Entertainment,Konami Digital Entertainment,20/02/2018
Minecraft: Dungeons,Xbox One,0,Microsoft Game Studios,Mojang,26/05/2020
Never Alone,Xbox One,0,E-Line Media,Unknown,18/11/2014
Xenocider,Xbox One,0,Unknown,2Dream Coporation,
What Remains of Edith Finch,Xbox One,0,Unknown,Giant Sparrow,
Owlboy,Xbox One,0,D-Pad Studio,D-Pad Studios,13/02/2018
Empire of Sin,Xbox One,0,Paradox Interactive,Romero Games,1/12/2020
Plague Inc.,Xbox One,0,Ndemic Creations,Ndemic Creations,31/12/2020
Plants vs Zombies: Battle for Neighborville,Xbox One,0,Electronic Arts,PopCap Games,18/10/2019
Dakar Desert Rally,Xbox One,0,Unknown,Saber Interactive,
Like a Dragon: Infinite Wealth,Xbox One,0,Unknown,Sega,
Stern Pinball Arcade,Xbox One,0,Alliance Digital Media,FarSight Studios,28/11/2016
Infliction,Xbox One,0,Caustic Reality,Caustic Reality,1/12/2019
SteamWorld Dig 2,Xbox One,0,Image & Form Games,Image & Form Games,21/11/2018
King of Wushu,Xbox One,0,Snail Game,Snail Game,1/1/2016
Five Nights at Freddy's,Xbox One,0,Unknown,Scott Cawthon,
Capcom Fighting Collection,Xbox One,0,Capcom,Capcom,24/06/2022
Signalis,Xbox One,0,Unknown,rose-engine,
AirMech Arena,Xbox One,0,Ubisoft,Ubisoft,12/5/2015
ACA NEOGEO FATAL FURY,Xbox One,0,Hamster Corporation,SNK Corporation,23/03/2017
Exception,Xbox One,0,Traxmaster Software,Traxmaster Software,13/08/2019
The Witness,Xbox One,0,"Thekla, Inc.","Thekla, Inc.",13/09/2016
Geometry Wars 3: Dimensions,Xbox One,0,Sierra Entertainment,Lucid Games,26/11/2014
Kingdom Hearts HD II.8 Final Chapter Prologue,Xbox One,0,Square,Square Enix,18/02/2020
BROK the InvestiGator,Xbox One,0,Unknown,COWCAT Games,
Zombi,Xbox One,0.01,Ubisoft,Ubisoft Montpellier,21/01/2016
Brawlout,Xbox One,0,Unknown,Angry Mob Games,
The Awesome Adventures of Captain Spirit,Xbox One,0,DONTNOD Entertainment,DONTNOD Entertainment,26/06/2018
Kaiju Panic,Xbox One,0,Mechabit,Mechabit,31/12/2020
DiRT 5,Xbox One,0,Codemasters,Codemasters,6/11/2020
Tricky Towers,Xbox One,0,WeirdBeard,WeirdBeard,15/09/2017
39 Days to Mars,Xbox One,0,It's Anecdotal,It's Anecdotal,2/6/2019
KickBeat,Xbox One,0,Zen Studios,Unknown,1/1/2015
Kingdom Hearts HD 1.5+2.5 ReMIX,Xbox One,0,Unknown,Square Enix,
PlayerUnknown's Battlegrounds,Xbox One,2.17,Microsoft Studios,PUBG Corporation,12/12/2017
Crossfire X,Xbox One,0,Unknown,Unknown,
Forza Horizon 2,Xbox One,1.46,Microsoft Studios,Playground Games,30/09/2014
The Coma 2: Vicious Sisters,Xbox One,0,Digerati,Devespresso Games,1/12/2019
SpongeBob SquarePants: The Cosmic Shake,Xbox One,0,Unknown,Purple Lamp,
Enclave HD,Xbox One,0,Unknown,TopWare Interactive,
MX vs ATV All Out,Xbox One,0.08,THQ Nordic,Rainbow Studios,27/03/2018
Skull & Bones,Xbox One,0,Ubisoft,Ubisoft Singapore,1/12/2020
Doom (2016),Xbox One,1.45,Bethesda Softworks,id Software,13/05/2016
Return of the Obra Dinn,Xbox One,0,3909 LLC,Lucas Pope,18/10/2019
Phantom Breaker: Omnia,Xbox One,0,Unknown,MAGES. Inc.,
Let's Build a Zoo,Xbox One,0,Unknown,Springloaded,
Rory McIlroy PGA Tour,Xbox One,0.28,Electronic Arts,EA Tiburon,14/07/2015
ACA NEOGEO THE KING OF FIGHTERS '98,Xbox One,0,Hamster Corporation,SNK Corporation,11/1/2018
The Lord of the Rings: Adventure Card Game,Xbox One,0,Asmodee Digital,Fantasy Flight Interactive,28/08/2019
ACA NEOGEO BLAZING STAR,Xbox One,0,Hamster Corporation,SNK Corporation,8/2/2018
Space Engineers,Xbox One,0,Keen Software House,Keen Software House,14/04/2020
Shovel Knight Showdown,Xbox One,0,Unknown,Yacht Club Games,
MADiSON,Xbox One,0,Unknown,BLOODIOUS GAMES,
EDENGATE: The Edge of Life,Xbox One,0,Unknown,HOOK,
